reviewerID,graph_degree,graph_weighted_degree
A1KYRSO7Z44BTO,3,11
A3UE62HLXB8TR5,3,9
AER3E6H8M0DLL,4,12
AU0Q6LA3WY65B,1,3
A2FRQT7VZ8MB98,1755,7021
AAS9WWKA3Q9XX,1,3
AGVB3UZIPFHEF,5,15
AS5RTYAU2VCGR,142,502
A2240TUU5U4MPV,48,144
ANSVB7OYSXZSL,19,67
A29Y86FIEXKPK2,3,9
ANBC2QBZC418R,4,12
A203Q3VIFANQJW,19,57
AQXJP0OB6DPPI,25,75
A2081JMF7CBEOM,1,3
A5ZWUWLXAS2LH,12,37
A2T2PJ8BWUO7D,14,42
AEH6RQK338XUX,17,52
A768OB1LNE356,13,39
ALABRHJUMT4PC,2,6
A28A8K9NM66WS3,1,3
A2SHWIOE8TVWJ2,3,9
AXIUW33E70945,1,3
A1EFL0W7WFO0UX,2,7
A2ZD41DW6S1C6J,2,6
A2GKM54OCIBU1C,1,3
AWZLVPE8Q5JD3,2,6
A2LFFIR1UZZHYP,2,6
A31KV8KGHQF38W,1,3
A11SY8HZGAGGG8,792,2379
A284C53JPM101O,1,3
A24EZZMQFVWLYZ,1837,7720
A1L2S18BTJE1BZ,11,33
A17JATG38DU0H6,3,9
A3H7XNBOIOCRHK,815,2466
A1GZXH77ZII8P0,2,6
A3LU5CZ6R4GJDD,1,3
A1K9D1WIS6HT6F,1758,7150
A2GUXDRMJS8RYL,2,6
A2KXWFHN1VNLR1,14,42
AZ1CE2XUHNGAW,3,9
A22810LZ1TDWH2,66,200
A1T62HDBC9V7PV,2,6
A395RVQDH28EK9,9,28
A2W0W30GBMIONS,3,9
A2LES6TVC2FPHN,1,3
AFUXETAHFUXFE,312,1037
A20FNQEUHFBF7S,1,3
A4JZ4P4U8GZPK,2,6
A3O9JAQME0YOB0,5,16
AUCXFD552GAZK,1755,7098
A3OU0AQ6RB0S8Z,1,3
A1DDL6AL54VTFN,69,207
A1VR8TKY9QA3YK,1,3
A12IDR2TVO6KYX,7,21
A2QZO7NRW17V4W,2,6
ABAQQQ1CNIAGT,6,19
A1CIICXTHW66HB,3,9
A3BCVMFXC4MD21,1,3
A23JMHRQC936RQ,1,3
A31R2XD6O4ASDF,1,3
AWKVQQZKTRFAL,811,2458
A5Q93ICAPU981,1755,7102
A2JW3IM9U6O5BH,798,2403
A1SCQA2ALO70CV,211,641
AIO00LM9IL7FA,4,12
A2PKWHEJ4CF4FR,1,3
A1DP5SUNXHYW7V,4,12
A1WH9Z5S1J1VA4,36,109
A137EAXKXYN617,1,3
A1YCDZ4K4G0CN3,1,3
A1CCY26OZ9ZMBG,15,45
A2BAZP9QKC54W9,31,93
A1864ODA2IBVV6,791,2374
APYPCC9IW0525,5,17
A3RQTV2HCYLMY6,810,2457
ADP6XSD5E4R4G,1,3
A9YM0EVJYEHA8,16,48
A2GY5AE3760YQR,7,21
A5VIWUA9FB83I,1,3
A35FY17H97T5JG,2,6
AZHO4T28XJPVI,16,49
A18UX27TFQ9BFN,1,3
A1ARIIDS0IPYLC,1,3
A2173KL6L6JDZM,48,152
A2WV7PFHD06XL,14,43
AU2TEZYYXKLL,5,15
A2KCDXJCO40RHZ,21,63
ANJ5YBALRSG7I,1781,7317
A2ITNKQMD3JFQI,2,6
A1F4HU1EVAFB2D,1756,7091
A18DBN6BBQK13J,11,33
AV7RNE4NMV432,1,3
A2T2SAJS88MYU4,157,479
A39QT6UEO3XHGS,792,2381
ADNV4SOGOMZXP,1,3
ATJ2TD5F4O1X1,2,6
A5SRLPK9A3LG,286,894
A1VH6QWC6JZRAC,1,3
A1NE4RNLXPG8MG,1755,7046
A26OUCJGPPISJ0,3,9
A1N83EOEQT7TMT,1,3
A177KOBV19LGSZ,1,3
A2PGSG65UJ7X03,9,27
A2L99VOVU89BIS,9,27
A3N3ZJ34MFE3NQ,1,3
A3HH340REI4J47,27,81
AD3WGYIEQ65JM,1,3
A3O4SQAOOK5DDY,1,3
A1BUKPN5HS5AO7,1,3
AMOE0JE69TBLM,5,15
A3VGDCE1OATWXL,1,3
A3HP6W0NLNA6US,2,6
A29ES5PXIOSU9H,1755,7046
A1I8Z5JI3CFAC0,1755,7021
A3DUJWW540I9NF,1,3
AGDZMK38N9JL3,54,165
A1EG19FZKRLV2F,20,61
A217P3VED5LG6F,1,3
AOUKJWKB4BJV3,1770,7431
A1YAQRM3V5UVQM,2,6
AOJ632G889T5C,4,12
A2FV4F6LMKA7RK,1755,7025
A1524JQWCRZ0XE,3,9
A38044O77EWE7Y,1,3
A18RNA3H35GCHV,3,9
AOZMK9XVC74QF,2,6
A3O2HO6R9C32CA,1,3
A1CIGBYP5OWA4Y,1,3
AU4HQFUN58YIW,13,39
A3QH9XQY68M3E3,1,3
AXFRTZJ4EBSM4,2,6
AUSZT82ZGLTHX,19,60
A3J478XY6J9FY5,1,3
A1QRS7AHEOOR5L,14,42
A35OEV55Z6DNAZ,188,574
ADFPMVWPG4U2P,1755,7025
A2VX1ZVOPQ5WJY,1,3
AMEZJVXMSEPY0,1755,7049
A1L4JT3B0GRK01,14,47
ADX51B11I24GZ,19,59
ALMG59COYBDPV,2,6
A3HKVSY4TPBUW8,830,2533
A6QR5IA29AEHY,5,15
A3FMCS92OIX67F,1,3
A3M58BO61645D5,1756,7065
A3LKAWO2CN2CS7,41,125
A2DGTXMXB44JF6,1,3
A2AGPLZWVG02VW,1,3
A2S5KKKGQKLG9B,7,22
A1QJMSD9ON1H9O,1,3
A2GMVCX5PBX0M2,178,535
A1ZXJZI2DCDQHQ,1,3
A3CMSCWXZIVJQ1,13,39
AWG58803KO9D3,1,3
ATJ8ZZ9CBH1RN,99,306
A31E4HVRZLEK0P,3,9
A1G4KB0JGQIS09,14,45
A341VBF5SS0SA1,3,9
A3I00631S4D23K,2,6
A74IPVDZEHJT8,55,179
A180X7RVOB6Y41,282,866
A2XF1IANVPK7F,23,69
A26UD77Y6FF0VE,1,3
A21Q29J3ZWPDNP,1768,7335
A3VV1OH18CFIKQ,19,59
A23IIT7RJKVTVU,1755,7066
A2C866SST2Y1DN,21,64
A1XROT6RB076EJ,114,345
AKDQONDXN72MW,208,645
A7BOSOXRFM165,3,9
AFVEXGFK3UKAW,1,4
AH8T18KU88TXS,13,40
A1GBK442FMSGRN,65,201
A1YNYP6PQJKXHE,6,18
A7EWNH91ZJOFD,1,3
A2FIHIX2OGYBUE,2,6
AT6BT72SEV5T3,797,2414
A2L0OTLMCHVYBJ,215,726
AQ1IWREZUHNLN,3,9
A2JGECGXTECQ0F,5,15
A2HIPFRJKDJ3XU,5,15
A2KVEWIM36L9VD,6,18
A1ARTNGCZUV6J1,1,3
AZAYBFPLEDFL7,37,128
A2QUWMIH4K6DKV,1,3
A3FJOEQTHXCB3Q,3,9
AY1PBW0ZWIE6V,43,135
A15N31K8F1UENK,1,3
A26M5O53PHZTKN,822,2486
A2QWRO8068XCYY,2,6
ATG55GGD7I20D,8,24
A8L6Z9U1TCP06,1773,7289
A3OMLPJA2BZOUI,1,3
A2SS4R4VFD42SX,201,618
A2BRKLV7FQ1HVS,11,33
A2KTH9HEFSON6A,2,6
A15DSKPEVSNDX0,1760,7163
AT01FH4U3GP0O,8,25
A24VMUKKISK6CJ,1,3
A2ODHZQEABHO8E,4,13
A1Q94IXHEGQDV7,1755,7178
A5OFFCUVV6U18,1,3
A2PIMM3KERIMU4,1,3
A1N5COKWZ7CR6F,3,9
A3R4MKUHADX5ZQ,17,51
A3AKV59XI2GQHX,1765,7185
A2QMBYJ4CVPMV7,31,94
A1SNC0VGAY8F37,1755,7094
A3PYKJYRH7LFJY,1,3
A1QT4U10DUPX2,1,3
A33VO4F87HEL8D,4,12
AR8MYP87EL60Y,828,2531
A163Z1B09PF4DL,1,3
A27GHI41M4VX5I,1759,7083
A110ZEDSNASVCO,4,12
A1RY961AEI67NT,5,17
A3Q0R3AEZAMHIX,1755,7062
A3J4JZYUPM52OK,20,65
A3JTK9G6URXX8X,12,37
A2T9EY79KGLB2N,56,169
A3JN13GK20MILH,1755,7020
A3SMT15X2QVUR8,23,75
A3AK56N2F4U9Q7,1,3
AMMIEQ2ZTZRAI,794,2389
A1E7NE6PMLB2BK,2,6
ASK1PIKF3SORO,1755,7063
A2XQT3TV0MYRNJ,1755,7106
A3G79ZEL5LHKRU,27,88
A11212PODKBAX5,1,3
ACXL1PWXTK8HI,1755,7027
A2HPFD2AG666M7,818,2480
A3ADSZR7QAQ5U,398,1291
AFOZ2DYRE9XJ6,2,6
A3S20N6TEF02MV,1755,7056
AO9G0BSJ80V10,1,3
AXWEQHTXQWR7Q,375,1200
A1YMIW8FGBD9U6,794,2383
A2SBFQ3KSDWUNW,4,12
A1MBEL1HNPHOE8,798,2401
A6KYDNP84GGGJ,835,2559
A235XLLAYPPM0G,2,6
A12D54UI6GZV2L,1,3
A2OSWBBI557NXZ,173,536
A1TXQEG79JAW1M,2522,9464
A1VAWVNYMI4X4T,2,6
A1MCMSRNN2AS1F,1755,7139
AKALIDNS3NMZ7,792,2379
A2YTHWQ65JRAJT,1,3
A1QQYD90FB5ZEK,6,18
A1TE50SI4KLWV9,1,3
A2K5IZ8UR8GVXF,1,3
AF8QF5B4VCKFS,5,15
A25B05CE3FO6UX,7,21
A1HFS98V8L8EZ2,794,2386
A2XBVG6WF35O08,21,66
A3JCD6SCSSFLQZ,44,135
A350HRB16YUX9P,2522,9494
A3NI2W3RCP9VCB,1756,7081
A14JIZXOO0KY1,1755,7373
A3NKPREAAYLJOP,1,3
A2O88RPNKJGF9J,1755,7063
ARID6HRKRWGFW,2,8
A3KSB1V5JW1QS2,1755,7046
ARYOS2GDH5K5B,18,54
A1GBZ35XZ6B95N,4,12
A1UUCIQB2FJIHN,5,15
A2OTSI6BXB4CT3,1,3
A3JVG9GC7QDJYJ,70,217
A2685CX7HQ44ZU,791,2373
A2ISO2VMLLYM5U,1755,7022
AAHWEXO3Q8T7I,1,3
A1UOZNJ1W7JFSJ,808,2439
A2XYUNWR9BTD7Z,46,146
A1J8J8FQEMP8E6,1,3
A398B1OVYPTLY,12,37
A127PZRDWQV42J,2,6
A2BWBZWCK9TX76,1,3
A2I47UG6WAH3HI,1843,7736
A1L3DKKS78WA0F,70,279
A3DQSVJSHKVVJX,1,3
A10C5CJK1YKGV0,1756,7039
A1Q13JDR48QIO1,9,27
A1K2Y5PR0BSL5R,221,677
A3UD50M7M72150,6,18
A2N1BLDKP9VTE8,19,57
A36BHUCH4DVJFJ,14,45
AFO88XFI3LOEX,803,2425
A2E68461IR4L25,154,463
A68UI78MF1VE9,1,3
A1QTQHWMT96ULV,1,3
A1D65B0YVKP1R2,1,3
A9WBRBLU8A5TK,2,6
A222KW1XP6TT4K,1,3
ANDICLPAIU1L7,1,3
A3SJP50RY6PNM1,1,3
A2BLWDRDGQJ6Q2,1755,7027
A1TG12OSOHVKFD,5,15
A2QJRGXUJRLLSU,1812,7709
ANOD0PV6D7SEO,2,7
A1UAJQOVGIN192,6,18
A2UG6A7AZKP3EW,1,3
A2F92AOWTIUIB,1841,7730
A33EQ6SFVHN8GZ,1755,7022
A3DBZMIQMMZJEN,14,44
A8W1G0BMJW4OU,75,229
AITAWHSV9S5NC,800,2408
A2D0PI4CACTE7I,1,3
A3HKZSCGFU9T2A,369,1199
A966Z1RVXRLS7,1759,7150
AIXVE79WLDJA,2,7
A1ECDS77KEUVMH,11,33
A1O35JXR3CWD8W,2,6
A1JBMCV8K835AY,12,37
A2L8GVAZ5GTR4C,805,2426
A2F9I7CI9GWANO,1,3
A2R9Q1VFWWE0ZJ,1,3
A2FL70PMR394A6,3,9
A35QR07ZW63T65,862,2671
A150H4GRFGL19X,1,3
AGY6LW68X50W2,178,542
AWT4RE7CDDV24,64,192
AQKYD15CCS8MG,1,3
ABUOWA7815DCI,12,37
A1X6XCDLX87P1F,10,30
A1CCKFD3ZTGT3K,18,55
A11P7PDFFZFVWO,822,2497
A27SKPJ5UAB2VS,1,3
A2WJRYFPMI1DN8,2,6
A23OS65FDCSSUJ,820,2506
A2A9OWDFOTQZP3,841,2593
A1WS3Z5H3WTIZG,1,3
A1283WS6KB82VR,1,3
A1L2A9XCIQ4VNO,4,12
ARXGQZCYJGM5R,16,51
A36SHII4GE07JT,6,18
A2P6P7JKEH6LWS,153,459
A2Z5AV1BLMYNZ6,2,6
A1NAFKRTKUA19G,1755,7025
A7F3I7L3MZJWI,1755,7368
A1QR0RRXRCTSDA,2,6
A4JMGDEMJ7R01,1,3
A9MZX2IT4GPOC,21,63
AB0V1FWILVXTB,18,58
A1IB8DLGO4B2VV,3,9
A2JND2CWSQC2F2,1,3
A2E1CFMBSTAI6,6,18
A1JCQJTUERHNPN,1,3
A99C88T0M04UQ,2,6
A3TJ5PJXQH65PO,82,251
AV71PN7TRUJT0,1757,7099
A1E2ZB5UFV2RW1,4,12
A199UZUB12RAKA,1,3
A8B7W1LL9JF62,1,3
A13798OPDBLDCO,1,3
A1VW19Y79DC0GF,3,9
A15JBTPJJKRTEJ,1755,7047
A13R90DJRTNKWK,1,3
A3JNLWQQV8BOYL,807,2460
A13TTA3W745OFP,1,3
A2LOB71S82MKWL,1,3
A1QFXPI7Q4PA95,1,3
ADSK8P9CNBSCD,1,3
AFA4M3521JKBD,41,127
A1REYVCV9YQRJC,2,6
AQC9HSJXMQ9YA,1857,7811
A3DHRCV6CWPOPA,2,6
A8592JK2YPZVY,2,6
A272EFV0XZ42PF,1755,7020
A2WJ6Y2KOXJ6FD,1,3
A215GPS2IFRI7G,11,34
A12WYA15HUDTZS,1847,7501
A2CDUT4TIIN1YC,163,567
A1CUB0ZXLYIAFK,22,67
A3U0FZ2EPGIXM9,1755,7021
A25KUYW5K9EQLM,9,27
A1GG7TM6JHDFJB,7,21
AJD7PVQHR03YC,1755,7061
A1IETQQC4MRKE6,73,221
A2IHGW4S28L89G,6,18
ACIK25KGJXSEX,2,6
A2UXFI0HV0TBHR,4,13
AHYVFHLN5KEP4,15,45
A18LZ6VHS4DK69,2,6
AMRP07TPLU9LC,1755,7037
AXLRGVI3R5JDC,794,2386
A1MLO4K906F77M,1,3
AVNBFUJDKPX61,1755,7020
A2BXXWHTCUF1RR,2,6
A2DDXR4PK7I2ON,6,18
A3LQI6DLFEXOVJ,1755,7170
A2JUE1CMF3C11X,1,3
A2PJ57G6PXKV6,3,9
A1NF3ZPGQTZ30N,1755,7070
A1PUPMJNBKHZ9Y,1788,7336
A11A9U6FM9FVRT,30,91
A2CE4IBPCEM1KQ,80,313
A25GVBAWJBWUW,1,3
A1QY0ZMWPY5WFK,2,6
A1VKMZFB83DAIL,1,3
A22VTD4S07QURU,3,9
A1X2WKMIHE36MS,22,68
A1R9W26DA69PII,185,563
ABN3XP8MGZTV,803,2416
A7P4M35WAQDDB,4,12
AJ0PG46QD33RD,6,18
A1NG7JEDB23Y06,1755,7046
AVQEN2UAO4UU2,6,18
A3CMXRFIWQCBKQ,2,6
AXVPFCA3RL9O6,2,6
ASBVN0A36DQJB,3,10
A25KD6M33JTWID,35,108
A15RHB4ZTXY117,11,36
A1V8BX6I4HIXX,1,3
A1QFX86GY3TSM7,1,3
A1NQDMZ1AVZ5AQ,4,12
A3CV9IPTNT34GP,6,19
A3O1R924VJEGSS,1,3
A1H9TJJC11DNNM,1785,7489
A2VJB0A93BQIDB,2,6
A17APS7G23RGQB,11,33
A2R9V9D293LG8S,4,12
A2OBNNSB9MJANW,11,35
A2P87HZK9LE8OR,8,24
A2RQJV2X1YU6NC,4,13
A1FSG5HBSGDERR,3,9
A2SVJHXR6T8LVJ,1755,7096
A4P884JTITD2U,1755,7022
AAON97IT5IHP2,72,218
A11G9OKW1Y0ZUS,31,98
A2R0VR997LNEXF,89,268
A2PWD6VI0JI4T6,1760,7289
A3MYWQBS4YKCCE,1755,7137
AOY459LVUBKLO,2554,9679
AVYQDFUP1T1L7,1,3
AWNEUA33SAJZK,4,12
A2DL0MUFK6KQ1J,1,3
A1RNQGYKE0YTYG,2,6
A2BC2I5SO1WMTL,6,18
A3D0UHR0PZFAAE,5,15
A3RTD3FH5ZDVR8,32,96
A3U2IJW22BMLTO,3,9
A2A78MLDTL7UTL,35,108
A1HBR4N7VODBDI,1,3
A2T4MD1M3QHZSQ,798,2396
AT8JKLL6TPA7Y,1,3
A31WWCSZ3O3RMP,9,27
A27B25H1OX2ELP,1,3
A28X8QQ97HM6CX,21,67
ACFS8M60BMTRQ,2,6
A368LY0EVS8I4S,13,39
A3SYZBP6GY7YBT,1,3
A15DCYKMQCVYMK,9,27
A17RJO3MUHTVHV,5,16
A3A395RSMN9PFH,8,33
A1WBYOXQPMJQS5,4,12
A303LCIPYWC8FR,1,3
AHXIOVAB736DB,6,18
A10NJEIG56RHN5,4,12
A2Q9NLR5VU1J8D,2,6
A2H86N27XIMI24,1,3
A1YKC2VCRC98K0,43,131
A3IKLE4JAIWMRS,812,2470
A1TSUPRBEMV1FF,2,6
A27X7S5EZQDGA8,1,3
ARO25A9PGF7XW,3,9
AOCZCBSRT1STT,3,9
A2IC840MKTMXF4,12,38
A2HZFCVGMREUQ1,2,6
A3TCZBB5846K9H,1755,7023
AVQBPEKA0U414,1755,7026
A1I1UN6ECRWQ7W,1755,7024
A2U07IGR69TON0,2,6
A3BFTUV5VOQUMY,107,325
A2EOIZT1OUPFB7,95,287
A9D4JNHCQD2LM,4,13
A1JM4L4Q8IM4C1,1755,7025
A3MTFCLWPKRYD0,840,2574
A3241I3E0VZU0Y,3,9
A3FA4KYVXG2110,30,94
A2PN3GY7I3EKC1,223,712
A2OID3Z6MD170X,405,1352
A1KF9HMAJU2EWG,8,24
AHS5O6ZEH7BXO,19,61
A1AZ7G19GEHCFB,2,6
A5P9AG9HYT91M,1755,7030
A2OLKGK3LZE8P0,21,65
A3FD3HL2GI7CK,1755,7034
A17O8N8T4WJYH2,3,9
A3HKKN96CD2UAX,2,6
A69AR1PDVG0LC,6,18
A25XPMB533XGYF,1,3
A33TM5LKTEMDE9,1759,7182
A15MN0FUBLDN46,1,3
AQ9K3SUDP4TA4,2,6
A571VQO63NQWD,1755,7020
A1K91RACN52JH5,7,21
A36N39W2U9UYOV,10,33
A19PTO4DIC59WE,163,496
AORZU881DZU1G,1755,7022
AV23LS2HRGERQ,1755,7074
AJKDXMNYPWT1M,2,6
A39GCOOEXQ6QQD,1814,7375
AEUT4MUMNT2S8,56,177
A2Q9IED9FVZ7TH,794,2387
ALQSLK948GGFY,1812,7666
A3LU9NE92HQJ5G,45,135
A265SU6RW4ZAPY,10,31
A2AIFWGX6KSUHE,20,64
APRLJJUO0LT3E,1,3
AL6PYFT4A17BI,13,39
AUZ9IPTKJKFDK,3,9
A1TG9X3Y0FVWWB,2,6
A2SD3INKLYHDQG,196,590
A34VZEFXQJJ7AT,22,71
A22T4H0CPT6UJP,1756,7074
A16FCGBFK31BWQ,5,15
A1Z3E1A2XZ5BK5,479,1601
A3DPQCDLDEKANL,1,3
AFM3POSLJQC0J,9,28
A3QFQ4JILKR6B,1755,7035
A1PUKRJ6UXB16U,793,2389
A3FQ7J1M02K4L,1755,7027
A1HR4TQ0HAGU8T,5,15
A24Y782XCAQNFJ,39,121
A1LKZO32C93INW,7,21
A213GT1IEJASV9,1,3
A1UQBFCERIP7VJ,1,3
ATXHIE1G3CL6G,1,3
A2AH7HRHDTQENH,3,9
A2VEC4WL9WGCSH,838,2634
A3D2YHVYA7SXRJ,1755,7040
ARYLHW092C2Y0,1,3
A77Y98BDW8UAK,1,3
A2XGLL8Y8CWGWE,1,3
A1WM4A1D0PFYIL,1755,7044
A24ABS4XCS863E,1755,7026
A26EE0PY58UWS9,4,12
A3BM9QEZCTYFGG,5,15
A3W2VF6D09B2RN,1,3
A23Q9IBWDVDJ6W,1755,7031
AIKXA433WAQO,1,3
A35F122I04CBN,793,2381
A2H8F8VUDY8M7M,16,48
A2JBOH9K58W7ZD,1,3
A1P00Y7RV0UX93,1,3
A29RO6SFXWOFAD,4,13
A1A39H6UHS0IK3,1,3
AED59JXKNJAUY,14,42
A30UN4ADTIY5AO,2,6
A2AQ9GBS8GKSIT,2,6
A2F0TEK5I15QK8,172,531
A1TSKKBNV38E8Y,818,2486
A3UWPBJF68VJJ2,799,2410
AZMZ4P49835F1,16,49
A1QVJOLW0E85Q2,1758,7169
AJO5UGNMFVDJN,12,37
A2LCU34580LSBA,926,2795
A35VT15DH67G3D,1755,7071
AH0XON4XDOF2C,11,34
A1GT6RG6VKB8X0,1,3
A3W0T7YG8F9J0H,21,63
A1LLKRI07I04BP,3,9
ALAP3EVYQ7IL7,10,30
A2A0V1METFBH1W,6,19
A2Z15UQEUTE3T9,1756,7186
A344PH1Y1MJYWN,2,6
A14V80JV302W8R,1755,7021
A3NGJKTSJ3TW76,18,55
A3ROFDX81WN3VN,68,215
A3JWIHS7MSVEHQ,5,15
A3RIC7WLCYM39,5,16
A33UH4S1YS9XYY,4,12
A2VZFLI68PPSLP,1,3
A3MY4TZI3R7A1L,7,21
ANT6G2T9E2XU7,2,6
A6LZQG06JCQIT,4,13
A1QCI5CDHTFKH3,3,9
A3GPY8E4MPUQKW,2,6
A3EP0Y5HIQPC8M,10,30
A1MEGWMIL5FQOV,9,28
ATVJC6KGQUK6N,6,19
A3T13HE047NI26,1,3
A1XN956DV5MVUM,11,33
AW1VA3H8A5N12,3,9
A3DFGN57S6ZKOT,2533,9537
A35FRM3KORVSTY,1,3
A1JOANG98KBFKU,2,6
A2K32YNOHNHFKL,14,43
A2RUGSBYLJ261S,3,9
A3MDS5YJTG17FA,1,3
A2P4YPMER0SDQJ,1,3
A29F4T1VXNA9AD,22,69
A151PZUP8Y7WP8,7,21
AAQKJ96POXBJB,14,42
A35HTG0YUEKFGM,833,2547
A36KAD4PKVSOYT,868,2708
A19B9COPIZO9E,3,9
A3EAVE96K15COX,26,81
A3TMOSSW3812M5,1,3
A360J571TGZ2VU,1,3
A2LFZYO2RBF7SK,4,12
A1GXEW36G01NYT,7,21
A28JEUI94PMR4W,2008,8561
A3QP7DCWV3N3IE,4,12
A2IM932UE9I6SL,2,6
ANFNP4IJCIPQ1,12,38
A21VI6TKFRAQXA,837,2583
A3NHUK1ISMZCFZ,4,13
A26ZQE4Z56AAHL,8,24
A2A9C4SSNFA49S,35,106
A243BFG3Q0SR26,1,3
A133OXVDW3GR47,1,3
A23YGAIIIVTXEJ,813,2469
A22QT6HM216EYX,2,6
A3NIZ8JO0QSUYE,1,3
A16GOVMQSHGUG3,2,6
A119WOT051SZNP,1755,7053
A3YVD62FSVIUJ,536,1994
A2VV2WRLTWTCUM,816,2471
A3UHTR5LONONG4,1755,7051
A1X53YO24OG45S,16,48
A15KT5NFZY1WR5,1,3
A19QGXZ1YSHML2,4,12
A2CVVR1UA947XN,76,234
A1LS553NIS5E09,1755,7021
A171YJYF16MUU,7,24
A34KO3JNKTZU6Y,5,15
A2HPU54JSUKL0P,791,2373
A2NWRAVRQ1ASXK,92,285
A2B8EH0WIVQXNB,1755,7020
A3BUN5KKKUMUIH,871,2724
A3VYWZH10P32E0,2,6
A3NI0EXVV5SFA4,813,2470
AQTAPB1LFPDQN,1755,7029
AN04YCDJ4PQQL,1,3
A38U7HY8ARYC73,817,2473
A37HGL1XGAIF1F,1,3
A3J4HOQK82LKDV,800,2411
ANULG74BFCQI3,56,176
A2E2CJWPL1YMAR,4,12
AD50SPGUJG60E,9,27
A10APIDAZISWQF,9,27
A1TMNDCYOTNO8F,1,3
A2GA2GM4LWESIC,88,272
A1N883KAZECGRP,1874,7895
A2XH1OGUZSG42V,2,6
A13NSZ1NHUQ670,3,9
A226XCN8Y2DMO6,61,183
A21X4AJJG3HZZ0,2,6
A308FNGHIS0CC2,2,6
A3O9NLOANIKGVG,7,21
A2CYDOCM2DAJL,7,21
A1E8O5HQ3RF08X,824,2536
A1L0ERV84380YQ,12,38
ALITQ6A99A8LN,8,24
A8QLO84NT048I,2,6
AYM76JWI220Z4,1,3
A315E3JVW4K493,1759,7189
A304MYO0Z3MYJB,21,64
A2J96TR10FU6XZ,19,57
AF4L87O4PVENA,2,6
A2FJX1S4PN788U,102,375
A2ITZ5V47KU2CF,1755,7030
AZQIL47UT2WV5,153,542
A3DSNTLRYKZV8S,3,10
A117MMLJT5VYHS,1,3
A379X45EOCRXOQ,1,3
A1U7RNEQX9DLZV,1,3
A152OV1YVQDU5W,5,15
A3DKK1R1CLAXPC,4,12
AO8SHQ1S41GF4,2,6
A2JZ46BOXEGY0K,1,3
A52REIMRM97HV,1755,7094
A3D0I5TLNFFXWZ,85,288
APY6XOHITM0J7,1,3
A2T1JT716TLELI,104,314
A2RQOO8VYAEZZG,153,463
A68A55YBXM043,3,9
A15S5X97UKY6H5,45,141
A28BQFEYMVJE3C,795,2389
A1VIHDS941MNT6,1755,7033
A4S0HN7GY4WOH,2,6
A2RLK5EZHLFRH9,1,4
A3VNNC6YER083I,17,52
A31GXUDTE66QK4,15,49
A2HAP6BLLT4D9X,1,3
A2PXI392DAYSX3,1,3
A1NOLCRAHYWJGF,1,3
A2CQVHW11QVZPS,87,276
A2OE96KWTMUZ1G,1755,7060
A2XD36ONYLNU5J,1,3
A7EU2BWLLCJY2,13,45
A2JQX3TWT2YI5P,24,74
A2Q12SKP3A2W3E,17,51
A39JMLMY96E8CP,3,9
A2MGKSKF1PC5PG,1,3
A1841Q7OEHIW6Z,1755,7024
A2EZBKKBVLNXQ4,3,10
A3TX9SZ4MI5QTU,1,3
A3B19EGF9MS1XP,4,12
A10HHM1V8KAFZE,4,12
A3FV6ARXFEAX5Z,27,89
AGHMAMHIW4CDQ,18,58
AG8TVPELQ4S41,1,3
A1MXH3BYCRQ6ZU,5,15
A2CO7EYXWCBFHA,1,3
A19HM6Q8POAIQM,1755,7037
A1350SO0ITKFVJ,1,3
A1PF76P35UBZDZ,35,115
A3JD4EB5FUQSC3,2,6
A1AV8XFQNOQTYH,375,1238
A2N1QYP0EBFVRM,2,6
A13IN8JEQJAQSD,981,3127
A2L9RRGLE2I644,889,2790
A155S4RFC0PQZ1,791,2377
A28X0LT2100RL1,4,12
A1UJX9NC57TW5N,10,32
A22JD53Q7XKYUN,1,3
A2BDEEBMXQUR54,2,6
A2KQSNZFPT8PCV,1755,7031
AL8SPCIEG7UQV,3,9
A2W3H4MOONCN5L,1,3
AL3G7RTXMGLDQ,22,71
A32WSJTH8ZWZC4,2,6
A27IKDT41PMFAR,1755,7020
AL1PNYDIILV4D,11,35
A2GBMK5GEWSXDR,3,9
A1Y94IIMYPGX1M,1757,7085
A2JK2ITE138P7Z,21,64
A1SDYOYB01Z7O1,1,3
A1F696DOXJNBTX,1755,7053
A2JO8OK398EMI,1755,7027
A10ZZKL69LGS3W,811,2450
A3SWILFZNIU1HO,1,3
A2LFI5IVQGTL8T,1,3
AQCPTKTUQXXQQ,1761,7264
A19TWTL8NZ7JT,3,9
A3H68ZXQRTV2N7,1,3
A2E59QICB3B7U9,2,6
AZHVJV0VV3PZK,23,73
A14PK4T3XW0OEP,2,6
A3OZY3X7Z13JR4,1,3
A38222SPT4BMWK,2,6
AE8MG2D0H5CL5,1,3
AMTHO44ZEX51W,9,27
A3QGUQ49W37IFJ,1,3
A1YOCBS6ILXP22,1780,7468
AA4WKCUAGPBSQ,17,51
A2VYA8ZW0485GX,10,30
A7MU0SNVW1NIK,6,18
A1ERFG955PIDTB,171,515
A1W3CEEQBJ4GTN,2,6
A301JJZU98FLK7,1755,7043
A1WVO8UTVERTOT,2,6
A11CUP855AGGID,16,49
A3FOR7FY2T74EG,8,24
A3LQZYAW9J8OHI,5,15
AVHUD5I1TN8IG,1755,7021
A3JDP3IVX5P1TL,10,31
A27U782TYAC9HH,5,15
A1MUSSKSQ5AJA6,3,9
